Number,State_Name,Constituency_No,Year,Turnout,Electors,Constituency_Name,Margin
5052,Karnataka,23,1984,485203,700921,DHARWAD SOUTH,57607
5053,Karnataka,24,1984,439404,719826,DHARWAD NORTH,44851
5054,Karnataka,25,1984,474671,771731,BELGAUM,35540
5055,Karnataka,26,1984,477292,705279,CHIKKODI,3645
5056,Karnataka,27,1984,471652,728816,BAGALKOT,10512
5057,Karnataka,28,1984,425210,707905,BIJAPUR,2419
5058,Kerala,1,1984,577331,745222,KASARAGOD,11369
5059,Kerala,2,1984,559056,693093,CANNANORE,25053
5060,Kerala,3,1984,579462,740431,BADAGARA,10979
5061,Kerala,4,1984,556858,706343,CALICUT,54061
5062,Kerala,5,1984,564898,736698,MANJERI,71175
5063,Kerala,6,1984,492911,718121,PONNANI,102326
5064,Kerala,7,1984,556296,731568,PALGHAT,38153
5065,Kerala,8,1984,530080,705020,OTTAPALAM,55570
5066,Kerala,9,1984,517477,675704,TRICHUR,51290
5067,Kerala,10,1984,564866,703029,MUKUNDAPURAM,44385
5068,Kerala,11,1984,547865,727741,ERNAKULAM,70324
5069,Kerala,12,1984,519776,690388,MUVATTUPUZHA,108200
5070,Kerala,13,1984,556784,695101,KOTTAYAM,5853
5071,Kerala,14,1984,534172,717790,IDUKKI,130624
5072,Kerala,15,1984,584666,701138,ALLEPPEY,37764
5073,Kerala,16,1984,499463,673469,MAVELIKARA,1287
5074,Kerala,17,1984,505878,674208,ADOOR,50972
5075,Kerala,18,1984,562086,726304,QUILON,20357
5076,Kerala,19,1984,525386,728111,CHIRAYINKIL,31465
5077,Kerala,20,1984,557700,786593,TRIVANDRUM,53438
5078,Lakshadweep,1,1984,19023,21964,LAKSHADWEEP,1699
5079,Madhya_Pradesh,1,1984,329052,740577,MORENA,21568
5080,Madhya_Pradesh,2,1984,406747,771477,BHIND,87403
5081,Madhya_Pradesh,3,1984,461275,704433,GWALIOR,175594
5082,Madhya_Pradesh,4,1984,367746,784995,GUNA,140480
5083,Madhya_Pradesh,5,1984,382616,679457,SAGAR,87441
5084,Madhya_Pradesh,6,1984,470554,827715,KHAJURAHO,50826
5085,Madhya_Pradesh,7,1984,442630,771797,DAMOH,50269
5086,Madhya_Pradesh,8,1984,418630,730872,SATNA,99310
5087,Madhya_Pradesh,9,1984,439025,801185,REWA,116829
5088,Madhya_Pradesh,10,1984,361219,743683,SIDHI,119969
5089,Madhya_Pradesh,11,1984,315148,716012,SHAHDOL,140257
5090,Madhya_Pradesh,12,1984,324875,673662,SURGUJA,87170
5091,Madhya_Pradesh,13,1984,346796,645887,RAIGARH,112791
5092,Madhya_Pradesh,14,1984,364638,722845,JANJGIR,152180
5093,Madhya_Pradesh,15,1984,337427,650819,BILASPUR,114267
5094,Madhya_Pradesh,16,1984,352675,706488,SARANGARH,165179
5095,Madhya_Pradesh,17,1984,382731,666503,RAIPUR,104041
5096,Madhya_Pradesh,18,1984,409101,681455,MAHASAMUND,139140
5097,Madhya_Pradesh,19,1984,330006,656383,KANKER,136187
5098,Madhya_Pradesh,20,1984,217204,590530,BASTAR,76310
5099,Madhya_Pradesh,21,1984,484110,754373,DURG,172594
5100,Madhya_Pradesh,22,1984,335657,629132,RAJNANDGAON,101053
5101,Madhya_Pradesh,23,1984,406216,635884,BALAGHAT,68117
5102,Madhya_Pradesh,24,1984,284662,609529,MANDLA,128308
5103,Madhya_Pradesh,25,1984,418243,720103,JABALPUR,122323
5104,Madhya_Pradesh,26,1984,349433,678298,SEONI,52050
5105,Madhya_Pradesh,27,1984,349646,638430,CHHINDWARA,153825
5106,Madhya_Pradesh,28,1984,313649,613591,BETUL,37950
5107,Madhya_Pradesh,29,1984,423701,698049,HOSHANGABAD,70579
5108,Madhya_Pradesh,30,1984,389943,797498,BHOPAL,128664
5109,Madhya_Pradesh,31,1984,430053,716699,VIDISHA,9553
5110,Madhya_Pradesh,32,1984,437306,711481,RAJGARH,152097
5111,Madhya_Pradesh,33,1984,465960,731379,SHAJAPUR,70276
5112,Madhya_Pradesh,34,1984,422068,677218,KHANDWA,87470
5113,Madhya_Pradesh,35,1984,425207,663149,KHARGONE,67202
5114,Madhya_Pradesh,36,1984,413082,683486,DHAR,135355
5115,Madhya_Pradesh,37,1984,478826,790468,INDORE,90826
5116,Madhya_Pradesh,38,1984,429036,691919,UJJAIN,42359
5117,Madhya_Pradesh,39,1984,334119,668183,JHABUA,134532
5118,Madhya_Pradesh,40,1984,538761,767994,MANDSAUR,59763
5119,Maharashtra,1,1984,377215,612195,RAJAPUR,26131
5120,Maharashtra,2,1984,382140,617107,RATNAGIRI,23845
5121,Maharashtra,3,1984,456618,706929,KOLABA,37924
5122,Maharashtra,4,1984,332606,653042,BOMBAY SOUTH,105278
5123,Maharashtra,5,1984,384933,648214,BOMBAY SOUTH CENTRAL,72611
5124,Maharashtra,6,1984,436526,790090,BOMBAY NORTH CENTRAL,132098
5125,Maharashtra,7,1984,642516,1082419,BOMBAY NORTH EAST,96274
5126,Maharashtra,8,1984,509312,878652,BOMBAY NORTH WEST,154640
5127,Maharashtra,9,1984,491595,992937,BOMBAY NORTH,100124
5128,Maharashtra,10,1984,559696,975995,THANE,115390
5129,Maharashtra,11,1984,350827,774100,DAHANU,69720
5130,Maharashtra,12,1984,437177,791519,NASHIK,37546
5131,Maharashtra,13,1984,384231,705668,MALEGAON,38275
5132,Maharashtra,14,1984,390328,706445,DHULE,65932
5133,Maharashtra,15,1984,386045,689376,NANDURBAR,157519
5134,Maharashtra,16,1984,457277,778541,ERANDOL,65155
5135,Maharashtra,17,1984,451845,759154,JALGAON,54465
5136,Maharashtra,18,1984,463003,743946,BULDHANA,48058
5137,Maharashtra,19,1984,513158,736060,AKOLA,13810
5138,Maharashtra,20,1984,467887,686573,WASHIM,10359
5139,Maharashtra,21,1984,417125,702357,AMRAVATI,121746
5140,Maharashtra,22,1984,447579,705819,RAMTEK,185972
5141,Maharashtra,23,1984,554354,845805,NAGPUR,130683
5142,Maharashtra,24,1984,468835,709457,BHANDARA,121704
5143,Maharashtra,25,1984,543843,751666,CHIMUR,172100
5144,Maharashtra,26,1984,441488,771242,CHANDRAPUR,189155
5145,Maharashtra,27,1984,499127,723787,WARDHA,23423
5146,Maharashtra,28,1984,432116,711775,YAVATMAL,166202
5147,Maharashtra,29,1984,402842,727842,HINGOLI,135091
5148,Maharashtra,30,1984,511356,820467,NANDED,171524
5149,Maharashtra,31,1984,382899,713367,PARBHANI,88318
5150,Maharashtra,32,1984,394625,781442,JALNA,66567
5151,Maharashtra,33,1984,482029,849481,AURANGABAD,92419
5152,Maharashtra,34,1984,456168,866071,BEED,110362
5153,Maharashtra,35,1984,531815,754786,LATUR,85537
5154,Maharashtra,36,1984,396649,680500,OSMANABAD,57128
5155,Maharashtra,37,1984,419646,663152,SHOLAPUR,190632
5156,Maharashtra,38,1984,472272,785735,PANDHARPUR,90833
5157,Maharashtra,39,1984,478676,771205,AHMEDNAGAR,100323
5158,Maharashtra,40,1984,378438,669507,KOPARGAON,71485
5159,Maharashtra,41,1984,440451,693984,KHED,18024
5160,Maharashtra,42,1984,515541,788975,PUNE,198354
5161,Maharashtra,43,1984,596407,859626,BARAMATI,140532
5162,Maharashtra,44,1984,461882,712736,SATARA,95520
5163,Maharashtra,45,1984,417120,758980,KARAD,285268
5164,Maharashtra,46,1984,466711,717441,SANGLI,141693
5165,Maharashtra,47,1984,517775,755413,ICHALKARANJI,44138
5166,Maharashtra,48,1984,424923,737957,KOLHAPUR,149474
5167,Manipur,1,1984,427757,514101,INNER MANIPUR,14729
5168,Manipur,2,1984,413455,499970,OUTER MANIPUR,40892
5169,Meghalaya,1,1984,255855,469793,SHILLONG,50826
5170,Meghalaya,2,1984,143509,281490,TURA,78738
5171,Nagaland,1,1984,388464,594062,NAGALAND,137182
5172,Odisha,1,1984,300437,630339,MAYURBHANJ,69238
5173,Odisha,2,1984,485051,736899,BALASORE,79185
5174,Odisha,3,1984,462916,736023,BHADRAK,67419
5175,Odisha,4,1984,466415,721932,JAJPUR,59505
5176,Odisha,5,1984,509596,733910,KENDRAPARA,16776
5177,Odisha,6,1984,475977,755436,CUTTACK,78921
5178,Odisha,7,1984,546508,778255,JAGATSINGHPUR,958
5179,Odisha,8,1984,454749,737702,PURI,104440
5180,Odisha,9,1984,395730,732752,BHUBANESWAR,89854
5181,Odisha,10,1984,401994,768077,ASKA,118044
5182,Odisha,11,1984,347004,710421,BERHAMPUR,144860
5183,Odisha,12,1984,225785,679722,KORAPUT,99822
5184,Odisha,13,1984,240875,647780,NOWRANGPUR,103735
5185,Odisha,14,1984,325486,631264,KALAHANDI,24074
5186,Odisha,15,1984,350934,730571,PHULBANI,125079
5187,Odisha,16,1984,350334,647765,BOLANGIR,34952
5188,Odisha,17,1984,411458,779089,SAMBALPUR,139660
5189,Odisha,18,1984,385954,732492,DEOGARH,93522
5190,Odisha,19,1984,406581,696446,DHENKANAL,203573
5191,Odisha,20,1984,309010,678480,SUNDARGARH,106547
5192,Odisha,21,1984,314113,678101,KEONJHAR,84624
5193,Puducherry,1,1984,270781,381366,PONDICHERRY,61704
5194,Rajasthan,1,1984,443467,829728,GANGANAGAR,165514
5195,Rajasthan,2,1984,545651,1005582,BIKANER,126082
5196,Rajasthan,3,1984,497929,831213,CHURU,111423
5197,Rajasthan,4,1984,552712,887702,JHUNJHUNU,57306
5198,Rajasthan,5,1984,556851,882753,SIKAR,179559
5199,Rajasthan,6,1984,502493,871295,JAIPUR,83857
5200,Rajasthan,7,1984,454682,801509,DAUSA,74343
5201,Rajasthan,8,1984,413456,751298,ALWAR,125531
5202,Rajasthan,9,1984,448534,715907,BHARATPUR,79309
5203,Rajasthan,10,1984,325115,739563,BAYANA,78402
5204,Rajasthan,11,1984,416190,803663,SAWAI MADHOPUR,100998
5205,Rajasthan,12,1984,429593,742253,AJMER,56694
5206,Rajasthan,13,1984,410931,765205,TONK,102709
5207,Rajasthan,14,1984,435429,721248,KOTA,54847
5208,Rajasthan,15,1984,389301,700480,JHALAWAR,69313
5209,Rajasthan,16,1984,394453,733798,BANSWARA,121125
5210,Rajasthan,17,1984,352714,716391,SALUMBER,79011
5211,Rajasthan,18,1984,448584,824612,UDAIPUR,104802
5212,Rajasthan,19,1984,427257,803392,CHITTORGARH,76389
5213,Rajasthan,20,1984,402854,779185,BHILWARA,151636
5214,Rajasthan,21,1984,425196,768806,PALI,35721
5215,Rajasthan,22,1984,423767,835714,JALORE,163464
5216,Rajasthan,23,1984,486863,910267,BARMER,106713
5217,Rajasthan,24,1984,461230,855909,JODHPUR,153348
5218,Rajasthan,25,1984,543005,839812,NAGAUR,48535
5219,Sikkim,1,1984,82646,149256,SIKKIM,35287
5220,Tamil_Nadu,1,1984,501827,991099,MADRAS NORTH,36450
5221,Tamil_Nadu,2,1984,539119,862989,MADRAS CENTRAL,96744
5222,Tamil_Nadu,3,1984,647851,1018795,MADRAS SOUTH,48017
5223,Tamil_Nadu,4,1984,558437,787638,SRIPERUMBUDUR,109474
5224,Tamil_Nadu,5,1984,549896,737434,CHENGALPATTU,58209
5225,Tamil_Nadu,6,1984,560559,757665,ARAKKONAM,60942
5226,Tamil_Nadu,7,1984,537377,748776,VELLORE,74723
5227,Tamil_Nadu,8,1984,536372,751122,TIRUPPATTUR,121787
5228,Tamil_Nadu,9,1984,547642,763132,VANDAVASI,134892
5229,Tamil_Nadu,10,1984,520155,737933,TINDIVANAM,201858
5230,Tamil_Nadu,11,1984,535105,733050,CUDDALORE,131954
5231,Tamil_Nadu,12,1984,538893,734012,CHIDAMBARAM,120891
5232,Tamil_Nadu,13,1984,526456,780371,DHARMAPURI,151252
5233,Tamil_Nadu,14,1984,470922,724417,KRISHNAGIRI,166366
5234,Tamil_Nadu,15,1984,533146,789509,RASIPURAM,201406
5235,Tamil_Nadu,16,1984,519863,766792,SALEM,236175
5236,Tamil_Nadu,17,1984,700269,998164,TIRUCHENGODE,158066
5237,Tamil_Nadu,18,1984,566742,827733,NILGIRIS,131939
5238,Tamil_Nadu,19,1984,524523,733501,GOBICHETTIPALAYAM,160627
5239,Tamil_Nadu,20,1984,615365,902773,COIMBATORE,102519
5240,Tamil_Nadu,21,1984,546970,768435,POLLACHI,101430
5241,Tamil_Nadu,22,1984,572693,810013,PALANI,264028
5242,Tamil_Nadu,23,1984,555997,813821,DINDIGUL,141318
5243,Tamil_Nadu,24,1984,583444,856315,MADURAI,173011
5244,Tamil_Nadu,25,1984,554704,801476,PERIYAKULAM,158613
5245,Tamil_Nadu,26,1984,604929,817972,KARUR,235563
5246,Tamil_Nadu,27,1984,581882,795398,TIRUCHIRAPPALLI,102905
5247,Tamil_Nadu,28,1984,551432,742190,PERAMBALUR,152769
5248,Tamil_Nadu,29,1984,556859,721157,MAYILADUTURAI,119643
5249,Tamil_Nadu,30,1984,602911,755903,NAGAPATTINAM,2289
5250,Tamil_Nadu,31,1984,553470,725425,THANJAVUR,89321
5251,Tamil_Nadu,32,1984,623559,806752,PUDUKKOTTAI,264904
5252,Tamil_Nadu,33,1984,553792,784016,SIVAGANGA,212533
5253,Tamil_Nadu,34,1984,538082,810454,RAMANATHAPURAM,100144
5254,Tamil_Nadu,35,1984,603034,838018,SIVAKASI,66478
5255,Tamil_Nadu,36,1984,515091,757930,TIRUNELVELI,85946
5256,Tamil_Nadu,37,1984,529467,735912,TENKASI,191567
5257,Tamil_Nadu,38,1984,484579,749008,TIRUCHENDUR,223427
5258,Tamil_Nadu,39,1984,470589,720980,NAGERCOIL,11637
5259,Tripura,1,1984,477259,622082,TRIPURA WEST,3520
5260,Tripura,2,1984,440901,586885,TRIPURA EAST,41063
5261,Uttar_Pradesh,1,1984,320667,665741,TEHRI GARHWAL,140592
5262,Uttar_Pradesh,2,1984,342251,662209,GARHWAL,118881
5263,Uttar_Pradesh,3,1984,302012,670370,ALMORA,140332
5264,Uttar_Pradesh,4,1984,426013,681281,NAINITAL,166660
5265,Uttar_Pradesh,5,1984,386008,725760,BIJNOR,99813
5266,Uttar_Pradesh,6,1984,455698,702442,AMROHA,17277
5267,Uttar_Pradesh,7,1984,397672,670189,MORADABAD,7113
5268,Uttar_Pradesh,8,1984,482733,752171,RAMPUR,118957
5269,Uttar_Pradesh,9,1984,340543,666568,SAMBHAL,41243
5270,Uttar_Pradesh,10,1984,411597,675019,BUDAUN,49742
5271,Uttar_Pradesh,11,1984,319206,656877,AONLA,52823
5272,Uttar_Pradesh,12,1984,341322,646148,BAREILLY,55908
5273,Uttar_Pradesh,13,1984,436694,712701,PILIBHIT,176670
5274,Uttar_Pradesh,14,1984,437303,726495,SHAHJAHANPUR,35270
5275,Uttar_Pradesh,15,1984,387267,769692,KHERI,236515
5276,Uttar_Pradesh,16,1984,388901,725078,SHAHABAD,113159
5277,Uttar_Pradesh,17,1984,369569,729112,SITAPUR,93298
5278,Uttar_Pradesh,18,1984,366858,722288,MISRIKH,145279
5279,Uttar_Pradesh,19,1984,365421,722243,HARDOI,60403
5280,Uttar_Pradesh,20,1984,304058,754460,LUCKNOW,122120
5281,Uttar_Pradesh,21,1984,341689,698491,MOHANLALGANJ,133049
5282,Uttar_Pradesh,22,1984,410357,715790,UNNAO,43996
5283,Uttar_Pradesh,23,1984,448143,770192,RAE BARELI,257553
5284,Uttar_Pradesh,24,1984,390044,751774,PRATAPGARH,232507
5285,Uttar_Pradesh,25,1984,436263,740782,AMETHI,314878
5286,Uttar_Pradesh,26,1984,402822,758038,SULTANPUR,160057
5287,Uttar_Pradesh,27,1984,434460,756377,AKBARPUR,69621
5288,Uttar_Pradesh,28,1984,388508,723860,FAIZABAD,104492
5289,Uttar_Pradesh,29,1984,380210,692717,BARA BANKI,94661
5290,Uttar_Pradesh,30,1984,338436,724076,KAISERGANJ,116830
5291,Uttar_Pradesh,31,1984,353231,762567,BAHRAICH,101020
5292,Uttar_Pradesh,32,1984,397774,753870,BALRAMPUR,8656
5293,Uttar_Pradesh,33,1984,385104,759335,GONDA,165976
5294,Uttar_Pradesh,34,1984,337717,753818,BASTI,154602
5295,Uttar_Pradesh,35,1984,437316,783353,DOMARIAGANJ,112987
5296,Uttar_Pradesh,36,1984,456093,782374,KHALILABAD,136364
5297,Uttar_Pradesh,37,1984,369830,771602,BANSGAON,174229
5298,Uttar_Pradesh,38,1984,374203,700548,GORAKHPUR,96600
5299,Uttar_Pradesh,39,1984,445862,715620,MAHARAJGANJ,124474
5300,Uttar_Pradesh,40,1984,396675,776630,PADRAUNA,76378
5301,Uttar_Pradesh,41,1984,430279,793421,DEORIA,145101
5302,Uttar_Pradesh,42,1984,383143,814874,SALEMPUR,60536
5303,Uttar_Pradesh,43,1984,429646,795336,BALLIA,53940
5304,Uttar_Pradesh,44,1984,412859,771606,GHOSI,64846
5305,Uttar_Pradesh,45,1984,418008,760683,AZAMGARH,2786
5306,Uttar_Pradesh,46,1984,416816,826179,LALGANJ,104268
5307,Uttar_Pradesh,47,1984,401680,770722,MACHHLISHAHR,67862
5308,Uttar_Pradesh,48,1984,431951,760090,JAUNPUR,81523
5309,Uttar_Pradesh,49,1984,378120,802047,SAIDPUR,76534
5310,Uttar_Pradesh,50,1984,459287,798528,GHAZIPUR,70561
5311,Uttar_Pradesh,51,1984,448575,770457,CHANDAULI,51101
5312,Uttar_Pradesh,52,1984,368112,684495,VARANASI,94430
5313,Uttar_Pradesh,53,1984,379528,804364,ROBERTSGANJ,90059
5314,Uttar_Pradesh,54,1984,403971,781816,MIRZAPUR,31368
5315,Uttar_Pradesh,55,1984,450838,756590,PHULPUR,114572
5316,Uttar_Pradesh,56,1984,436120,777652,ALLAHABAD,187795
5317,Uttar_Pradesh,57,1984,319433,759882,CHAIL,3418
5318,Uttar_Pradesh,58,1984,374482,752578,FATEHPUR,92883
5319,Uttar_Pradesh,59,1984,378132,708382,BANDA,57499
5320,Uttar_Pradesh,60,1984,379394,672800,HAMIRPUR,63311
5321,Uttar_Pradesh,61,1984,460729,773224,JHANSI,115923
5322,Uttar_Pradesh,62,1984,374740,732228,JALAUN,53237
5323,Uttar_Pradesh,63,1984,364037,728540,GHATAMPUR,48870
5324,Uttar_Pradesh,64,1984,428402,735505,BILHAUR,81610
5325,Uttar_Pradesh,65,1984,376216,672538,KANPUR,137369
5326,Uttar_Pradesh,66,1984,428220,722895,ETAWAH,23068
5327,Uttar_Pradesh,67,1984,481675,746090,KANNAUJ,61815
5328,Uttar_Pradesh,68,1984,451359,774883,FARRUKHABAD,126611
5329,Uttar_Pradesh,69,1984,427855,708050,MAINPURI,55008
5330,Uttar_Pradesh,70,1984,383572,687471,JALESAR,9738
5331,Uttar_Pradesh,71,1984,350403,655413,ETAH,3431
5332,Uttar_Pradesh,72,1984,336998,717338,FIROZABAD,63502
5333,Uttar_Pradesh,73,1984,342057,639657,AGRA,39677
5334,Uttar_Pradesh,74,1984,448564,727822,MATHURA,103400
5335,Uttar_Pradesh,75,1984,371544,744969,HATHRAS,44638
5336,Uttar_Pradesh,76,1984,398208,735424,ALIGARH,102231
5337,Uttar_Pradesh,77,1984,362749,714153,KHURJA,118025
5338,Uttar_Pradesh,78,1984,401555,711066,BULANDSHAHR,95900
5339,Uttar_Pradesh,79,1984,453122,768575,HAPUR,150676
5340,Uttar_Pradesh,80,1984,473109,744181,MEERUT,96518
5341,Uttar_Pradesh,81,1984,471814,754811,BAGHPAT,85674
5342,Uttar_Pradesh,82,1984,476513,713140,MUZAFFARNAGAR,108021
5343,Uttar_Pradesh,83,1984,447137,702980,KAIRANA,98549
5344,Uttar_Pradesh,84,1984,521955,740467,SAHARANPUR,72609
5345,Uttar_Pradesh,85,1984,442724,692463,HARDWAR,135188
5346,West_Bengal,1,1984,650717,777024,COOCH BEHAR,45517
5347,West_Bengal,2,1984,536181,736742,ALIPURDUARS,30182
5348,West_Bengal,3,1984,565704,747874,JALPAIGURI,33172
5349,West_Bengal,4,1984,544977,824564,DARJEELING,1389
5350,West_Bengal,5,1984,562100,767348,RAIGANJ,20224
5351,West_Bengal,6,1984,616530,768931,BALURGHAT,22217
5352,West_Bengal,7,1984,587355,716971,MALDA,46626
5353,West_Bengal,8,1984,586736,774538,JANGIPUR,14738
5354,West_Bengal,9,1984,672829,806154,MURSHIDABAD,6262
5355,West_Bengal,10,1984,652616,867180,BERHAMPORE,3047
5356,West_Bengal,11,1984,598263,730764,KRISHNAGAR,4787
5357,West_Bengal,12,1984,682823,856500,NABADWIP,6652
5358,West_Bengal,13,1984,693855,839673,BARASAT,12612
5359,West_Bengal,14,1984,607779,754765,BASIRHAT,39043
5360,West_Bengal,15,1984,598555,762924,JOYNAGAR,20449
5361,West_Bengal,16,1984,590776,734234,MATHURAPUR,2299
5362,West_Bengal,17,1984,586029,795313,DIAMOND HARBOUR,4673
5363,West_Bengal,18,1984,651905,871732,JADAVPUR,19660
5364,West_Bengal,19,1984,604376,778226,BARRACKPORE,53669
5365,West_Bengal,20,1984,761265,1005879,DUM DUM,2703
5366,West_Bengal,21,1984,378221,598108,CALCUTTA NORTH WEST,132422
5367,West_Bengal,22,1984,497876,709568,CALCUTTA NORTH EAST,88576
5368,West_Bengal,23,1984,570566,803022,CALCUTTA SOUTH,88939
5369,West_Bengal,24,1984,677347,899038,HOWRAH,94042
5370,West_Bengal,25,1984,618097,774360,ULUBERIA,12425
5371,West_Bengal,26,1984,656564,875228,SERAMPORE,30231
5372,West_Bengal,27,1984,634706,774719,HOOGHLY,10967
5373,West_Bengal,28,1984,649912,768645,ARAMBAGH,14160
5374,West_Bengal,29,1984,599884,709027,PANSKURA,47876
5375,West_Bengal,30,1984,628754,766616,TAMLUK,11692
5376,West_Bengal,31,1984,557365,697117,CONTAI,13758
5377,West_Bengal,32,1984,599292,761479,MIDNAPORE,56997
5378,West_Bengal,33,1984,575366,746406,JHARGRAM,75242
5379,West_Bengal,34,1984,544769,754447,PURULIA,13751
5380,West_Bengal,35,1984,551500,771050,BANKURA,24216
5381,West_Bengal,36,1984,599875,761725,VISHNUPUR,75640
5382,West_Bengal,37,1984,630608,828869,DURGAPUR,38768
5383,West_Bengal,38,1984,605628,893685,ASANSOL,86666
5384,West_Bengal,39,1984,685114,840465,BURDWAN,57684
5385,West_Bengal,40,1984,649052,800536,KATWA,43450
5386,West_Bengal,41,1984,576737,752853,BOLPUR,60931
5387,West_Bengal,42,1984,552778,751344,BIRBHUM,13481
5388,Andaman_&_Nicobar_Islands,1,1980,78899,96084,ANDAMAN & NICOBAR ISLANDS,26032
5389,Andhra_Pradesh,1,1980,400066,647603,SRIKAKULAM,78989
5390,Andhra_Pradesh,2,1980,353210,619702,PARVATHIPURAM,14800
5391,Andhra_Pradesh,3,1980,294023,651967,BOBBILI,138126
5392,Andhra_Pradesh,4,1980,409037,723703,VISAKHAPATNAM,34635
5393,Andhra_Pradesh,5,1980,276536,669348,BHADRACHALAM,68326
5394,Andhra_Pradesh,6,1980,379869,702428,ANAKAPALLI,29123
5395,Andhra_Pradesh,7,1980,392214,741257,KAKINADA,162977
5396,Andhra_Pradesh,8,1980,468918,756814,RAJAHMUNDRY,118491
5397,Andhra_Pradesh,9,1980,396357,668727,AMALAPURAM,121090
5398,Andhra_Pradesh,10,1980,442053,721681,NARASAPUR,157968
5399,Andhra_Pradesh,11,1980,451083,732089,ELURU,183335
5400,Andhra_Pradesh,12,1980,462556,702268,MACHILIPATNAM,134336
5401,Andhra_Pradesh,13,1980,518666,765506,VIJAYAWADA,98702
5402,Andhra_Pradesh,14,1980,441764,705166,TENALI,70350
5403,Andhra_Pradesh,15,1980,439166,841689,GUNTUR,157336
5404,Andhra_Pradesh,16,1980,478088,762427,BAPATLA,151741
5405,Andhra_Pradesh,17,1980,435316,820316,NARASARAOPET,84296
5406,Andhra_Pradesh,18,1980,466579,816274,ONGOLE,151175
5407,Andhra_Pradesh,19,1980,414269,816504,NELLORE,227251
5408,Andhra_Pradesh,20,1980,352421,762941,TIRUPATHI,155306
5409,Andhra_Pradesh,21,1980,450508,739000,CHITTOOR,59847
5410,Andhra_Pradesh,22,1980,360546,710540,RAJAMPET,41401
5411,Andhra_Pradesh,23,1980,503497,774582,CUDDAPAH,50546
5412,Andhra_Pradesh,24,1980,292811,713647,HINDUPUR,78439
5413,Andhra_Pradesh,25,1980,348722,714608,ANANTAPUR,73277
5414,Andhra_Pradesh,26,1980,299088,679063,KURNOOL,204849
5415,Andhra_Pradesh,27,1980,393670,737527,NANDYAL,78378
5416,Andhra_Pradesh,28,1980,365470,717014,NAGARKURNOOL,149959
5417,Andhra_Pradesh,29,1980,368660,735834,MAHABUBNAGAR,152661
5418,Andhra_Pradesh,30,1980,425238,692650,HYDERABAD,31564
5419,Andhra_Pradesh,31,1980,375602,845037,SECUNDERABAD,28523
5420,Andhra_Pradesh,32,1980,316933,744000,SIDDIPET,192532
5421,Andhra_Pradesh,33,1980,443934,724930,MEDAK,219124
5422,Andhra_Pradesh,34,1980,376970,668858,NIZAMABAD,200315
5423,Andhra_Pradesh,35,1980,331923,624640,ADILABAD,181955
5424,Andhra_Pradesh,36,1980,347597,739865,PEDDAPALLI,109840
5425,Andhra_Pradesh,37,1980,359533,742524,KARIMNAGAR,156328
5426,Andhra_Pradesh,38,1980,391433,692790,HANAMKONDA,162949
5427,Andhra_Pradesh,39,1980,444994,659014,WARANGAL,122042
5428,Andhra_Pradesh,40,1980,478450,701335,KHAMMAM,95483
5429,Andhra_Pradesh,41,1980,460458,739503,NALGONDA,53669
5430,Andhra_Pradesh,42,1980,499564,772232,MIRYALGUDA,48007
5431,Arunachal_Pradesh,1,1980,98266,151643,ARUNACHAL WEST,4355
5432,Arunachal_Pradesh,2,1980,75313,115007,ARUNACHAL EAST,2435
5433,Assam,1,1980,263997,644438,KARIMGANJ,72787
5434,Assam,2,1980,369963,565048,SILCHAR,18606
5435,Bihar,1,1980,281814,677987,BAGAHA,123398
5436,Bihar,2,1980,315743,707334,BETTIAH,104725
5437,Bihar,3,1980,336055,726964,MOTIHARI,5506
5438,Bihar,4,1980,335421,734157,GOPALGANJ,63820
5439,Bihar,5,1980,333772,719852,SIWAN,15599
5440,Bihar,6,1980,325600,764467,MAHARAJGANJ,30932
5441,Bihar,7,1980,388636,763005,CHAPRA,8781
5442,Bihar,8,1980,461213,761330,HAJIPUR,145839
5443,Bihar,9,1980,364471,746901,VAISHALI,3331
5444,Bihar,10,1980,452946,761283,MUZAFFARPUR,23109
5445,Bihar,11,1980,464937,814886,SITAMARHI,32249
5446,Bihar,12,1980,415180,790288,SHEOHAR,51392
5447,Bihar,13,1980,471807,774006,MADHUBANI,3223
5448,Bihar,14,1980,455571,700394,JHANJHARPUR,45483
5449,Bihar,15,1980,468351,732217,DARBHANGA,58201
5450,Bihar,16,1980,463426,743904,ROSERA,19395
5451,Bihar,17,1980,470222,849825,SAMASTIPUR,86524
5452,Bihar,18,1980,479125,780459,BARH,31606
